# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-156.06207522600144,0.0,0.3063854652643843,3.263862400055714,0.0,0.0
 0.05318119111474939,0.007070597720958748,0.13295297778687346,2.4999999999999996,-156.06207522600144,0.0,0.3063854652643843,3.263862400055714,0.0,0.0
 0.07514724910027844,0.014117772618348243,0.3208211005375695,8.552655322792154,-156.1859911338645,0.0,0.30625137324503626,3.26529148066835,-5.6412446850812366,-256.81643419122423
 0.09196014029459917,0.0211416685075059,0.41776847348719387,5.766252325618596,-156.30944307221634,0.0,0.3060811483607095,3.267107449628108,-7.342695371367632,-101.19917310005145
 0.1060988755957023,0.028142428506680774,0.4951475397257534,5.4728421312564155,-156.43241939882734,0.0,0.30587430228965223,3.269316815810944,-8.69783074596616,-95.84558630875557
 0.11852458822535572,0.03512019503497532,0.5615586595526452,5.344652802319323,-156.5549084036219,0.0,0.3056303467390372,3.271926399553023,-9.8577046198738,-93.34465623642801
 0.129730659152545,0.04207510981038451,0.6206381184447515,5.2720939637069275,-156.6768983094634,0.0,0.30534879394074554,3.2749433429694665,-10.886055124417005,-91.76726715588786
 0.14001044796435327,0.04900731384794718,0.6743527677922461,5.22526778816635,-156.798377273128,0.0,0.30502915648983064,3.278375128160376,-11.817262580827757,-90.58624388675027
 0.14955527066340257,0.055916947458008986,0.7239142965693884,5.192503867261871,-156.919333386177,0.0,0.3046709473769175,3.2822295942870787,-12.67243162736051,-89.5950688133713
 0.15849813909898958,0.06280415024460659,0.7701335244059788,5.16827773655563,-157.03975467587853,0.0,0.3042736803703631,3.2865149518775207,-13.465622419573764,-88.6953439968828
 0.1669359890544418,0.06966906110396173,0.8135853203835774,5.149628899186783,-157.15962910617668,0.0,0.30383686999499304,3.2912398025179734,-14.20675064513068,-87.83377631383799
 0.17494206838048473,0.07651181822310545,0.8546951435873159,5.134825865391127,-157.27894457863482,0.0,0.3033600312910435,3.2964131620905603,-14.90310894997663,-86.97869162759457
 0.1825733376795264,0.0833325590786059,0.8937885151500279,5.122787577110044,-157.3976889333245,0.0,0.3028426805684775,3.30204447445407,-15.560236447766549,-86.1098556530353
 0.18987513837829448,0.09013142043544115,0.931121190144552,5.112803886967596,-157.51584994988153,0.0,0.302284334815569,3.308143641019718,-16.182448882364064,-85.21356036223938
 0.19688426889518737,0.09690853834598107,0.9668985181837045,5.104388904290579,-157.63341534843948,0.0,0.30168451225088183,3.3147210393366056,-16.773178680952487,-84.2800397516767
 0.203631086181953,0.10366404814910488,1.001288387692851,5.097198878737176,-157.75037279058748,0.0,0.3010427321590724,3.3217875509832777,-17.33520224082633,-83.30202760586023
 0.21014098550206128,0.1103980844694438,1.034430179210038,5.090983729167093,-157.8667098804074,0.0,0.3003585151674684,3.329354586276464,-17.87079708906844,-82.27390653918731
 0.2164354695670382,0.11711078121676079,1.0664411376727496,5.085557153257936,-157.98241416543914,0.0,0.2996313831543873,3.337434114786109,-18.381853673362997,-81.19117929587294
 0.222532938312922,0.12380227158545686,1.0974210196999008,5.0807775026423405,-158.09747313770814,0.0,0.29886085930285333,3.3460386961768087,-18.86995687295542,-80.0501355454961
 0.22844928369703038,0.13047268805421564,1.127455555024878,5.076535153889347,-158.21187423472057,0.0,0.2980464683118,3.35518151134022,-19.33644667191296,-78.84762782959851
 0.2341983453278779,0.1371221623857898,1.1566190725622685,5.072743938055737,-158.32560484050745,0.0,0.29718773661957376,3.3648763955562786,-19.78246418104754,-77.58092324865692
 0.23979226478510143,0.14375082562692043,1.1849765252824471,5.069335183859343,-158.4386522866254,0.0,0.2962841921559053,3.3751378793567164,-20.208987094367856,-76.24759644501805
 0.2452417648838763,0.1503588081083961,1.2125850741724453,5.0662534892338105,-158.55100385319392,0.0,0.29533536472508887,3.385981224872422,-20.616857423995626,-74.84545779152631
 0.250556372455594,0.1569462394452658,1.2394953433486824,5.063453662965319,-158.66264676997775,0.0,0.2943407855866514,3.397422474112439,-21.00680347086925,-73.37250053019298
 0.25574459801699373,0.16351324853718424,1.2657524261814654,5.060898475219542,-158.7735682173403,0.0,0.2932999885103661,3.409478483374223,-21.379457398266528,-71.82685544163942
 0.260814082111309,0.17005996356891157,1.2913967003207563,5.058556977828819,-158.88375532740443,0.0,0.2922125086144423,3.4221669864223463,-21.735369519689765,-70.20677347076449
 0.26577171558384965,0.17658651201095663,1.316464494237894,5.0564032327083845,-158.99319518500292,0.0,0.29107788334732143,3.4355066365752527,-22.07501990710572,-68.51058863008126
 0.2706237392546166,0.18309302062037666,1.340988637096158,5.0544153372581375,-159.10187482881514,0.0,0.2898956522350503,3.4495170668830517,-22.398828032729458,-66.7367159757816
 0.2753758271466303,0.18957961544172688,1.3649989160031135,5.052574668769698,-159.20978125237568,0.0,0.2886653570470036,3.4642189496856366,-22.707160728629884,-64.88362650417362
 0.2800331564712699,0.19604642180815676,1.3885224590447554,5.05086529251654,-159.31690140517478,0.0,0.2873865417017624,3.4796340638586956,-23.000338892157185,-62.94984595060567
 0.28460046686024526,0.20249356434267385,1.411584058328796,5.049273493587631,-159.42322219371792,0.0,0.2860587526159003,3.495785361767029,-23.27864311560193,-60.933941366569115
 0.2890821107986854,0.20892116695955848,1.4342064441473221,5.0477874032982655,-159.52873048257646,0.0,0.28468153843321287,3.5126970491435747,-23.542318467913837,-58.83451606904797
