# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-153.96821815572363,0.0,0.10917591944614655,9.159528997539354,0.0,0.0
 0.06289529599847898,0.009889545646840716,0.15723823999619746,2.5,-153.96821815572363,0.0,0.10917591944614655,9.159528997539354,0.0,0.0
 0.08879825862057612,0.019712826835116805,0.3792338865476378,8.570280156373373,-154.0298731728115,0.0,0.11029827554502328,9.06632488185914,-2.380230322970013,-91.89027362219568
 0.10857291705144538,0.0294701957926501,0.49342793918005384,5.774767388859333,-154.0917443655253,0.0,0.11142779335545543,8.974421640119832,-3.1288122083165137,-37.8556164680916
 0.12515910615809603,0.039162004635733876,0.5843300580238533,5.480591006125088,-154.15382947258928,0.0,0.11256430459295752,8.883810934701621,-3.7431809480024647,-37.04098245446897
 0.1396976812507768,0.04878860536710909,0.6621419685221821,5.352100188793743,-154.2161261264884,0.0,0.11370763034330655,8.794484565202843,-4.28492156225615,-37.26229089165804
 0.1527748014220981,0.058350349873903765,0.7311812066821874,5.279391582820466,-154.2786318506691,0.0,0.11485758020662531,8.70643450959902,-4.77977745572607,-37.841350923360146
 0.16473929698230938,0.06784758992556382,0.7937852460110186,5.232484647077393,-154.34134405686066,0.0,0.11601395196226423,8.619652921790555,-5.241525300916514,-38.59317284767243
 0.17581885811452683,0.07728067717174028,0.8513953877420898,5.199677229412168,-154.40426004216988,0.0,0.11717653079556631,8.53413216119757,-5.678562946532055,-39.445393224530505
 0.18617192391996837,0.08664996314015622,0.904976955086238,5.175429998328214,-154.46737698626177,0.0,0.11834508978289145,8.449864728942602,-6.096449619658627,-40.363567756609044
 0.1959140620113309,0.09595579923444904,0.9552149648282499,5.156774546909092,-154.53069194840663,0.0,0.11951938852686782,8.366843340862651,-6.49908280410951,-41.32903687824556
 0.20513267582905742,0.10519853673197288,1.0026168446009684,5.141974781671547,-154.5942018644824,0.0,0.12069917289275565,8.285060916602353,-6.889313006436651,-42.33068116778738
 0.21389579405083187,0.11437852678158969,1.0475711746997236,5.129946779338593,-154.65790354398715,0.0,0.12188417518653615,8.204510540187536,-7.269293634138094,-43.3613490181239
 0.22225761665366986,0.12349612040142414,1.0903835267612536,5.119978513655568,-154.72179366689994,0.0,0.12307411255433007,8.125185542642512,-7.640693416661911,-44.41612793815608
 0.23026217099348847,0.13255166847658628,1.1312994691178944,5.1115828089397315,-154.78586878056933,0.0,0.12426868772136385,8.047079423918978,-8.00483211796651,-45.4914397286547
 0.23794581043328433,0.14154552175688118,1.170519953566932,5.104415004939327,-154.85012529650314,0.0,0.1254675873366033,7.970185935888041,-8.362770850621512,-46.58453008624134
 0.24533897436362326,0.15047803085448644,1.2082119619922682,5.098224357052549,-154.9145594871524,0.0,0.12667048208611797,7.894499046116693,-8.71537426416629,-47.6931685631667
 0.25246746027287537,0.15934954624158973,1.2445160865912483,5.092824066869625,-154.97916748252644,0.0,0.12787702651563,7.820012923726947,-9.063354574386828,-48.815458801551806
 0.2593533637707637,0.16816041824802513,1.2795520601090937,5.088072106817906,-155.04394526694847,0.0,0.1290868572695598,7.746722022303132,-9.407303550202693,-49.94972350706641
 0.26601578679383703,0.17691099705886035,1.313422876411502,5.083858557931031,-155.10888867553572,0.0,0.13029959379698516,7.6746210088579545,-9.747716163071862,-51.09441590398126
 0.2724713803040432,0.18560163271197633,1.3462179177447002,5.080097016850562,-155.17399339082414,0.0,0.1315148371750248,7.603704809892766,-10.085008479154233,-52.24807224140071
 0.27873476646849027,0.19423267509560949,1.3780153669313369,5.076718623406769,-155.2392549391901,0.0,0.13273216936251947,7.5339686287262415,-10.41953132898417,-53.4092647406599
 0.28481887152776336,0.20280447394587137,1.4088840949906294,5.073667821078128,-155.30466868728888,0.0,0.13395115358461335,7.465407898621246,-10.751580957510855,-54.5765770465436
 0.29073519143320264,0.2113173788442524,1.4388851574024117,5.070899290655379,-155.37022983846765,0.0,0.13517133190646602,7.3980183955867655,-11.081407399638213,-55.74858144910754
 0.29649400615533217,0.21977173921509527,1.4680729939713326,5.068375694873485,-155.43593342903978,0.0,0.13639222673958667,7.331796128743447,-11.409221123169248,-56.923818415504456
 0.30210455430068334,0.22816790432303619,1.4964964011400341,5.06606599432763,-155.50177432457625,0.0,0.13761333869076514,7.266737436311523,-11.735198385385145,-58.10078690546442
 0.3075751766774737,0.23650622327044776,1.5241993274453924,5.063944172584576,-155.56774721613814,0.0,0.13883414636964203,7.20283897116728,-12.059485560877258,-59.277930947661964
 0.3129134353106844,0.24478704499483447,1.5512215299703864,5.061988259032986,-155.63384661643545,0.0,0.1400541062069392,7.1400976885492655,-12.382202669252209,-60.453629272895256
 0.31812621285660886,0.2530107182662208,1.5775991204182238,5.060179571342014,-155.70006685591164,0.0,0.1412726504995249,7.078510925250624,-12.703446270781182,-61.626186557707825
 0.3232197962282132,0.2611775916845189,1.6033650227120517,5.058502121996774,-155.7664020788838,0.0,0.14248918840883118,7.018076326821313,-13.023291881701224,-62.79383050901199
 0.3281999473960152,0.26928801367686767,1.6285493590605769,5.0569421489348265,-155.83284623949157,0.0,0.14370310431764752,6.958791911617699,-13.341795935300501,-63.9546959253946
 0.3330719636925121,0.27734233249496504,1.6531797777213286,5.055487740971197,-155.89939309772768,0.0,0.14491375720259375,6.900656081961702,-13.65899746352833,-65.10682824601912
